customer_id,booking_date,amount,slot_start,capacity,status,town,country,product,party_size,credits_remaining
C0184,2025-07-24,45.00,11:00,8,cancelled,Longford,IE,Cold plunge,1,0
C0193,2025-07-24,45.00,14:00,8,completed,Cavan,IE,Private hire,1,0
C0350,2025-07-24,45.00,18:00,8,completed,Granard,IE,Ten-pack,2,0
C0013,2025-07-25,45.00,17:00,8,no_show,Granard,IE,Sauna session,1,0
C0051,2025-07-25,45.00,20:00,8,completed,Granard,IE,Ten-pack,2,0
C0110,2025-07-25,45.00,20:00,8,completed,Cavan,IE,Private hire,2,0
C0305,2025-07-25,45.00,14:00,8,completed,Longford,IE,Sauna session,2,0
C0306,2025-07-25,45.00,18:00,8,completed,Longford,IE,Cold plunge,1,0
C0337,2025-07-25,55.00,14:00,8,completed,Nowheresville,IE,Sauna session,1,0
C0367,2025-07-25,55.00,20:00,8,completed,Belfast,GB,Private hire,2,0
C0022,2025-07-26,45.00,17:00,8,completed,,,Sauna session,2,0
C0028,2025-07-26,45.00,14:00,8,completed,Belfast,GB,Private hire,2,5
C0119,2025-07-26,45.00,14:00,8,completed,Longford,IE,Cold plunge,1,0
C0123,2025-07-26,55.00,18:00,8,no_show,Cavan,IE,Sauna session,1,0
C0181,2025-07-26,45.00,18:00,8,completed,Longford,IE,Sauna session,2,0
C0244,2025-07-26,45.00,18:00,8,no_show,Nowheresville,IE,Ten-pack,1,0
C0298,2025-07-26,45.00,14:00,8,completed,Longford,IE,Private hire,2,5
C0312,2025-07-26,45.00,20:00,8,completed,Mullingar,IE,Cold plunge,1,0
C0329,2025-07-26,45.00,14:00,8,cancelled,Cavan,IE,Sauna session,1,0
C0376,2025-07-26,45.00,11:00,8,completed,Longford,IE,Cold plunge,1,0
C0209,2025-07-27,45.00,11:00,8,completed,Belfast,GB,Ten-pack,1,0
C0304,2025-07-27,55.00,17:00,8,completed,Dublin,IE,Private hire,1,0
C0319,2025-07-27,45.00,20:00,8,cancelled,Longford,IE,Ten-pack,2,0
C0399,2025-07-27,45.00,14:00,8,no_show,Granard,IE,Sauna session,1,0
C0019,2025-07-28,55.00,17:00,8,completed,,,Sauna session,1,0
C0358,2025-07-28,45.00,20:00,8,completed,Longford,IE,Ten-pack,2,0
C0361,2025-07-28,45.00,18:00,8,completed,Mullingar,IE,Private hire,2,5
C0015,2025-07-29,45.00,14:00,8,completed,Sligo,IE,Private hire,1,0
C0031,2025-07-29,55.00,17:00,8,completed,Cavan,IE,Cold plunge,1,0
C0194,2025-07-29,45.00,11:00,8,completed,Mullingar,IE,Sauna session,1,0
C0208,2025-07-29,45.00,17:00,8,completed,,,Private hire,2,0
C0336,2025-07-29,55.00,17:00,8,completed,Sligo,IE,Cold plunge,1,0
C0218,2025-07-30,45.00,17:00,8,completed,Granard,IE,Private hire,2,5
C0255,2025-07-30,55.00,20:00,8,completed,Cavan,IE,Ten-pack,2,0
C0285,2025-07-30,45.00,14:00,8,completed,Cavan,IE,Cold plunge,2,0
C0385,2025-07-30,45.00,14:00,8,completed,Longford,IE,Private hire,1,0
C0389,2025-07-30,45.00,20:00,8,cancelled,,,Ten-pack,2,0
C0121,2025-07-31,45.00,14:00,8,completed,Cavan,IE,Sauna session,1,0
C0149,2025-07-31,45.00,18:00,8,completed,Longford,IE,Ten-pack,1,0
C0220,2025-07-31,55.00,14:00,8,completed,Longford,IE,Cold plunge,2,5
C0254,2025-07-31,45.00,20:00,8,completed,Longford,IE,Cold plunge,2,0
C0335,2025-07-31,45.00,18:00,8,no_show,Belfast,GB,Cold plunge,2,0
C0065,2025-08-01,45.00,11:00,8,completed,Longford,IE,Cold plunge,1,0
C0074,2025-08-01,55.00,17:00,8,completed,Cavan,IE,Ten-pack,2,0
C0125,2025-08-01,45.00,14:00,8,cancelled,Longford,IE,Ten-pack,1,0
C0168,2025-08-01,55.00,20:00,8,completed,Longford,IE,Private hire,1,0
C0191,2025-08-01,45.00,11:00,8,no_show,Dublin,IE,Private hire,2,0
C0258,2025-08-01,45.00,20:00,8,completed,Sligo,IE,Cold plunge,1,0
C0398,2025-08-01,45.00,14:00,8,completed,,,Sauna session,1,0
C0083,2025-08-02,45.00,18:00,8,completed,Longford,IE,Ten-pack,1,0
C0198,2025-08-02,55.00,20:00,8,cancelled,Nowheresville,IE,Cold plunge,1,0
C0242,2025-08-02,45.00,14:00,8,completed,Longford,IE,Sauna session,1,5
C0036,2025-08-03,45.00,20:00,8,completed,Granard,IE,Ten-pack,2,0
C0037,2025-08-03,45.00,14:00,8,no_show,Cavan,IE,Cold plunge,1,0
C0179,2025-08-03,45.00,18:00,8,completed,Cavan,IE,Sauna session,2,0
C0351,2025-08-03,45.00,18:00,8,completed,Dublin,IE,Ten-pack,2,0
C0354,2025-08-03,45.00,14:00,8,no_show,Dublin,IE,Cold plunge,1,0
C0360,2025-08-03,55.00,11:00,8,completed,Cavan,IE,Sauna session,2,0
C0392,2025-08-03,55.00,11:00,8,completed,Cavan,IE,Ten-pack,2,0
C0243,2025-08-04,45.00,17:00,8,completed,Cavan,IE,Cold plunge,2,0
C0318,2025-08-04,45.00,20:00,8,completed,Granard,IE,Cold plunge,2,0
C0387,2025-08-04,45.00,20:00,8,cancelled,Longford,IE,Sauna session,1,0
C0001,2025-08-05,45.00,20:00,8,completed,Cavan,IE,Private hire,1,0
C0120,2025-08-05,55.00,14:00,8,completed,Belfast,GB,Private hire,2,0
C0158,2025-08-05,55.00,18:00,8,completed,Longford,IE,Sauna session,1,5
C0165,2025-08-05,45.00,18:00,8,no_show,Longford,IE,Cold plunge,2,0
C0238,2025-08-05,45.00,20:00,8,completed,,,Sauna session,1,0
C0280,2025-08-05,45.00,17:00,8,completed,Longford,IE,Cold plunge,1,0
C0348,2025-08-05,55.00,14:00,8,completed,Longford,IE,Private hire,1,0
C0382,2025-08-05,55.00,17:00,8,completed,Mullingar,IE,Sauna session,2,0
C0388,2025-08-05,45.00,20:00,8,completed,Granard,IE,Cold plunge,2,0
C0045,2025-08-06,55.00,18:00,8,completed,Granard,IE,Cold plunge,1,0
C0102,2025-08-06,45.00,11:00,8,cancelled,Longford,IE,Sauna session,2,0
C0112,2025-08-06,45.00,17:00,8,completed,Granard,IE,Private hire,2,0
C0127,2025-08-06,45.00,20:00,8,completed,Longford,IE,Private hire,1,5
C0188,2025-08-06,45.00,20:00,8,completed,,,Ten-pack,1,0
C0192,2025-08-06,45.00,11:00,8,completed,,,Ten-pack,2,0
C0249,2025-08-06,45.00,18:00,8,completed,Cavan,IE,Private hire,1,0
C0278,2025-08-06,45.00,11:00,8,completed,Sligo,IE,Sauna session,1,0
C0314,2025-08-06,45.00,20:00,8,no_show,Longford,IE,Private hire,2,0
C0362,2025-08-06,45.00,11:00,8,completed,Longford,IE,Ten-pack,1,0
C0016,2025-08-07,45.00,14:00,8,cancelled,,,Private hire,2,0
C0157,2025-08-07,45.00,18:00,8,completed,Longford,IE,Private hire,1,0
C0159,2025-08-07,45.00,14:00,8,completed,Longford,IE,Sauna session,1,0
C0216,2025-08-07,45.00,18:00,8,completed,Nowheresville,IE,Sauna session,2,0
C0231,2025-08-07,45.00,18:00,8,completed,Sligo,IE,Private hire,1,0
C0279,2025-08-07,55.00,20:00,8,cancelled,Longford,IE,Sauna session,1,0
C0297,2025-08-07,45.00,14:00,8,completed,Nowheresville,IE,Sauna session,2,0
C0344,2025-08-07,45.00,11:00,8,completed,Dublin,IE,Sauna session,1,0
C0350,2025-08-07,45.00,18:00,8,completed,Granard,IE,Ten-pack,2,0
C0006,2025-08-08,55.00,17:00,8,completed,Dublin,IE,Sauna session,1,5
C0013,2025-08-08,55.00,17:00,8,completed,Granard,IE,Sauna session,1,0
C0051,2025-08-08,45.00,20:00,8,completed,Granard,IE,Ten-pack,2,0
C0172,2025-08-08,45.00,11:00,8,completed,Granard,IE,Private hire,1,0
C0177,2025-08-08,45.00,18:00,8,no_show,Longford,IE,Sauna session,1,0
C0259,2025-08-08,45.00,17:00,8,cancelled,Mullingar,IE,Cold plunge,2,5
C0028,2025-08-09,55.00,14:00,8,completed,Belfast,GB,Private hire,2,5
C0082,2025-08-09,45.00,14:00,8,completed,Longford,IE,Private hire,1,0
C0228,2025-08-09,45.00,11:00,8,completed,Granard,IE,Ten-pack,2,0
C0244,2025-08-09,55.00,18:00,8,completed,Nowheresville,IE,Ten-pack,1,0
C0349,2025-08-09,45.00,20:00,8,completed,Dublin,IE,Ten-pack,1,0
C0077,2025-08-10,45.00,14:00,8,completed,Dublin,IE,Sauna session,1,5
C0207,2025-08-10,45.00,17:00,8,completed,Cavan,IE,Cold plunge,1,0
C0267,2025-08-10,45.00,20:00,8,completed,Nowheresville,IE,Ten-pack,2,0
C0268,2025-08-10,45.00,11:00,8,completed,Cavan,IE,Ten-pack,1,0
C0327,2025-08-10,45.00,14:00,8,completed,Dublin,IE,Sauna session,1,0
C0333,2025-08-10,45.00,18:00,8,completed,,,Sauna session,1,0
C0370,2025-08-10,45.00,17:00,8,completed,Longford,IE,Sauna session,1,0
C0383,2025-08-10,45.00,20:00,8,completed,,,Cold plunge,2,5
C0399,2025-08-10,55.00,14:00,8,completed,Granard,IE,Sauna session,1,0
C0021,2025-08-11,45.00,20:00,8,completed,Dublin,IE,Cold plunge,1,0
C0032,2025-08-11,45.00,18:00,8,completed,Nowheresville,IE,Private hire,1,0
C0056,2025-08-11,45.00,14:00,8,completed,Sligo,IE,Cold plunge,1,0
C0107,2025-08-11,45.00,11:00,8,completed,Belfast,GB,Sauna session,1,0
C0134,2025-08-11,45.00,17:00,8,completed,Longford,IE,Cold plunge,2,0
C0182,2025-08-11,55.00,17:00,8,completed,Longford,IE,Private hire,1,0
C0256,2025-08-11,55.00,11:00,8,completed,Granard,IE,Cold plunge,2,0
C0380,2025-08-11,45.00,11:00,8,completed,Cavan,IE,Sauna session,1,0
C0194,2025-08-12,55.00,11:00,8,completed,Mullingar,IE,Sauna session,1,0
C0215,2025-08-12,45.00,17:00,8,no_show,Longford,IE,Ten-pack,2,0
C0225,2025-08-12,45.00,18:00,8,completed,Longford,IE,Private hire,2,0
C0265,2025-08-12,45.00,17:00,8,completed,Belfast,GB,Private hire,1,0
C0320,2025-08-12,45.00,11:00,8,completed,Granard,IE,Cold plunge,1,0
C0336,2025-08-12,45.00,17:00,8,completed,Sligo,IE,Cold plunge,1,0
C0378,2025-08-12,55.00,20:00,8,completed,Granard,IE,Private hire,2,0
C0255,2025-08-13,55.00,20:00,8,completed,Cavan,IE,Ten-pack,2,0
C0285,2025-08-13,55.00,14:00,8,completed,Cavan,IE,Cold plunge,2,0
C0389,2025-08-13,45.00,20:00,8,completed,,,Ten-pack,2,0
C0005,2025-08-14,45.00,14:00,8,no_show,,,Cold plunge,1,0
C0055,2025-08-14,45.00,17:00,8,completed,Longford,IE,Ten-pack,2,0
C0090,2025-08-14,45.00,20:00,8,completed,Granard,IE,Cold plunge,1,0
C0095,2025-08-14,55.00,17:00,8,completed,Longford,IE,Private hire,1,0
C0098,2025-08-14,45.00,17:00,8,completed,Cavan,IE,Ten-pack,2,0
C0121,2025-08-14,45.00,14:00,8,completed,Cavan,IE,Sauna session,1,0
C0148,2025-08-14,45.00,20:00,8,completed,Longford,IE,Sauna session,2,0
C0193,2025-08-14,45.00,14:00,8,completed,Cavan,IE,Private hire,1,0
C0203,2025-08-14,45.00,18:00,8,completed,Cavan,IE,Ten-pack,2,0
C0377,2025-08-14,45.00,20:00,8,completed,Longford,IE,Sauna session,2,0
C0071,2025-08-15,45.00,20:00,8,completed,Granard,IE,Sauna session,1,0
C0074,2025-08-15,45.00,17:00,8,completed,Cavan,IE,Ten-pack,2,0
C0110,2025-08-15,55.00,20:00,8,completed,Cavan,IE,Private hire,2,0
C0204,2025-08-15,45.00,18:00,8,completed,Cavan,IE,Private hire,2,5
C0258,2025-08-15,55.00,20:00,8,completed,Sligo,IE,Cold plunge,1,0
C0281,2025-08-15,45.00,14:00,8,completed,Longford,IE,Private hire,1,5
C0306,2025-08-15,45.00,18:00,8,completed,Longford,IE,Cold plunge,1,0
C0337,2025-08-15,45.00,14:00,8,completed,Nowheresville,IE,Sauna session,1,0
C0367,2025-08-15,45.00,20:00,8,completed,Belfast,GB,Private hire,2,0
C0398,2025-08-15,55.00,14:00,8,completed,,,Sauna session,1,0
C0123,2025-08-16,45.00,18:00,8,completed,Cavan,IE,Sauna session,1,0
C0196,2025-08-16,45.00,11:00,8,completed,Longford,IE,Ten-pack,2,0
C0222,2025-08-16,45.00,14:00,8,completed,Longford,IE,Private hire,1,0
C0242,2025-08-16,55.00,14:00,8,completed,Longford,IE,Sauna session,1,5
C0298,2025-08-16,55.00,14:00,8,completed,Longford,IE,Private hire,2,5
C0312,2025-08-16,55.00,20:00,8,completed,Mullingar,IE,Cold plunge,1,0
C0352,2025-08-16,45.00,18:00,8,completed,Mullingar,IE,Ten-pack,1,5
C0052,2025-08-17,45.00,17:00,8,completed,Cavan,IE,Ten-pack,2,0
C0143,2025-08-17,45.00,14:00,8,completed,Sligo,IE,Ten-pack,1,0
C0209,2025-08-17,45.00,11:00,8,completed,Belfast,GB,Ten-pack,1,0
C0351,2025-08-17,55.00,18:00,8,completed,Dublin,IE,Ten-pack,2,0
C0354,2025-08-17,45.00,14:00,8,no_show,Dublin,IE,Cold plunge,1,0
C0357,2025-08-17,45.00,18:00,8,completed,Granard,IE,Ten-pack,1,0
C0064,2025-08-18,45.00,11:00,8,completed,Longford,IE,Cold plunge,2,0
C0097,2025-08-18,45.00,11:00,8,completed,Longford,IE,Cold plunge,2,0
C0229,2025-08-18,45.00,11:00,8,completed,Granard,IE,Cold plunge,2,0
C0318,2025-08-18,45.00,20:00,8,completed,Granard,IE,Cold plunge,2,0
C0001,2025-08-19,45.00,20:00,8,completed,Cavan,IE,Private hire,1,0
C0031,2025-08-19,45.00,17:00,8,completed,Cavan,IE,Cold plunge,1,0
C0208,2025-08-19,45.00,17:00,8,completed,,,Private hire,2,0
C0238,2025-08-19,45.00,20:00,8,completed,,,Sauna session,1,0
C0280,2025-08-19,45.00,17:00,8,completed,Longford,IE,Cold plunge,1,0
C0160,2025-08-20,45.00,18:00,8,completed,Belfast,GB,Cold plunge,1,0
C0192,2025-08-20,45.00,11:00,8,completed,,,Ten-pack,2,0
C0197,2025-08-20,45.00,14:00,8,completed,Mullingar,IE,Sauna session,2,0
C0249,2025-08-20,45.00,18:00,8,completed,Cavan,IE,Private hire,1,0
C0362,2025-08-20,55.00,11:00,8,completed,Longford,IE,Ten-pack,1,0
C0385,2025-08-20,45.00,14:00,8,completed,Longford,IE,Private hire,1,0
C0016,2025-08-21,45.00,14:00,8,completed,,,Private hire,2,0
C0157,2025-08-21,45.00,18:00,8,completed,Longford,IE,Private hire,1,0
C0159,2025-08-21,45.00,14:00,8,completed,Longford,IE,Sauna session,1,0
C0216,2025-08-21,55.00,18:00,8,completed,Nowheresville,IE,Sauna session,2,0
C0254,2025-08-21,55.00,20:00,8,completed,Longford,IE,Cold plunge,2,0
C0344,2025-08-21,45.00,11:00,8,completed,Dublin,IE,Sauna session,1,0
C0350,2025-08-21,45.00,18:00,8,completed,Granard,IE,Ten-pack,2,0
C0085,2025-08-22,45.00,18:00,8,completed,Sligo,IE,Ten-pack,1,0
C0168,2025-08-22,45.00,20:00,8,completed,Longford,IE,Private hire,1,0
C0191,2025-08-22,45.00,11:00,8,completed,Dublin,IE,Private hire,2,0
C0305,2025-08-22,45.00,14:00,8,completed,Longford,IE,Sauna session,2,0
C0022,2025-08-23,45.00,17:00,8,completed,,,Sauna session,2,0
C0044,2025-08-23,55.00,18:00,8,completed,Sligo,IE,Cold plunge,1,0
C0126,2025-08-23,45.00,18:00,8,completed,Longford,IE,Sauna session,2,5
C0234,2025-08-23,45.00,20:00,8,completed,Cavan,IE,Sauna session,1,0
C0244,2025-08-23,55.00,18:00,8,completed,Nowheresville,IE,Ten-pack,1,0
C0329,2025-08-23,55.00,14:00,8,completed,Cavan,IE,Sauna session,1,0
C0338,2025-08-23,45.00,20:00,8,completed,Cavan,IE,Ten-pack,2,5
C0371,2025-08-23,55.00,11:00,8,completed,Cavan,IE,Sauna session,1,0
C0396,2025-08-23,55.00,18:00,8,completed,Longford,IE,Cold plunge,1,0
C0096,2025-08-24,45.00,20:00,8,completed,Belfast,GB,Private hire,1,0
C0207,2025-08-24,55.00,17:00,8,completed,Cavan,IE,Cold plunge,1,0
C0304,2025-08-24,45.00,17:00,8,completed,Dublin,IE,Private hire,1,0
C0360,2025-08-24,45.00,11:00,8,completed,Cavan,IE,Sauna session,2,0
C0399,2025-08-24,45.00,14:00,8,cancelled,Granard,IE,Sauna session,1,0
C0135,2025-08-25,45.00,20:00,8,completed,Longford,IE,Sauna session,1,5
C0358,2025-08-25,45.00,20:00,8,completed,Longford,IE,Ten-pack,2,0
C0368,2025-08-25,45.00,17:00,8,completed,Mullingar,IE,Ten-pack,2,0
C0053,2025-08-26,45.00,14:00,8,completed,Granard,IE,Private hire,2,0
C0158,2025-08-26,55.00,18:00,8,completed,Longford,IE,Sauna session,1,5
C0161,2025-08-26,55.00,14:00,8,completed,Sligo,IE,Private hire,1,0
C0167,2025-08-26,55.00,20:00,8,completed,Granard,IE,Sauna session,2,0
C0194,2025-08-26,45.00,11:00,8,completed,Mullingar,IE,Sauna session,1,0
C0301,2025-08-26,45.00,14:00,8,completed,Granard,IE,Ten-pack,2,0
C0336,2025-08-26,45.00,17:00,8,completed,Sligo,IE,Cold plunge,1,0
C0348,2025-08-26,45.00,14:00,8,completed,Longford,IE,Private hire,1,0
C0378,2025-08-26,45.00,20:00,8,completed,Granard,IE,Private hire,2,0
C0382,2025-08-26,45.00,17:00,8,completed,Mullingar,IE,Sauna session,2,0
C0023,2025-08-27,45.00,18:00,8,completed,Granard,IE,Cold plunge,2,0
C0102,2025-08-27,45.00,11:00,8,completed,Longford,IE,Sauna session,2,0
C0112,2025-08-27,45.00,17:00,8,completed,Granard,IE,Private hire,2,0
C0188,2025-08-27,45.00,20:00,8,completed,,,Ten-pack,1,0
C0255,2025-08-27,55.00,20:00,8,completed,Cavan,IE,Ten-pack,2,0
C0278,2025-08-27,45.00,11:00,8,completed,Sligo,IE,Sauna session,1,0
C0285,2025-08-27,45.00,14:00,8,no_show,Cavan,IE,Cold plunge,2,0
C0314,2025-08-27,45.00,20:00,8,completed,Longford,IE,Private hire,2,0
C0389,2025-08-27,55.00,20:00,8,completed,,,Ten-pack,2,0
C0121,2025-08-28,45.00,14:00,8,completed,Cavan,IE,Sauna session,1,0
C0149,2025-08-28,55.00,18:00,8,no_show,Longford,IE,Ten-pack,1,0
C0175,2025-08-28,45.00,20:00,8,completed,Cavan,IE,Ten-pack,2,0
C0231,2025-08-28,55.00,18:00,8,completed,Sligo,IE,Private hire,1,0
C0013,2025-08-29,45.00,17:00,8,no_show,Granard,IE,Sauna session,1,0
C0051,2025-08-29,45.00,20:00,8,completed,Granard,IE,Ten-pack,2,0
C0061,2025-08-29,45.00,20:00,8,completed,Granard,IE,Cold plunge,2,5
C0125,2025-08-29,45.00,14:00,8,completed,Longford,IE,Ten-pack,1,0
C0259,2025-08-29,45.00,17:00,8,completed,Mullingar,IE,Cold plunge,2,5
C0306,2025-08-29,45.00,18:00,8,completed,Longford,IE,Cold plunge,1,0
C0324,2025-08-29,45.00,18:00,8,completed,Granard,IE,Ten-pack,1,0
C0337,2025-08-29,55.00,14:00,8,completed,Nowheresville,IE,Sauna session,1,0
C0367,2025-08-29,55.00,20:00,8,completed,Belfast,GB,Private hire,2,0
C0398,2025-08-29,45.00,14:00,8,completed,,,Sauna session,1,0
C0028,2025-08-30,45.00,14:00,8,completed,Belfast,GB,Private hire,2,5
C0113,2025-08-30,45.00,14:00,8,completed,Belfast,GB,Sauna session,2,0
C0119,2025-08-30,45.00,14:00,8,completed,Longford,IE,Cold plunge,1,0
C0286,2025-08-30,55.00,11:00,8,cancelled,Longford,IE,Sauna session,1,0
C0288,2025-08-30,45.00,18:00,8,completed,Cavan,IE,Ten-pack,2,0
C0291,2025-08-30,55.00,11:00,8,completed,Longford,IE,Private hire,2,0
C0298,2025-08-30,45.00,14:00,8,completed,Longford,IE,Private hire,2,5
SQUEEZED,2025-08-30,45.00,18:00,8,completed,Longford,IE,Sauna session,1,0
C0240,2025-08-31,45.00,14:00,8,completed,Dublin,IE,Sauna session,1,0
C0268,2025-08-31,45.00,11:00,8,completed,Cavan,IE,Ten-pack,1,0
C0351,2025-08-31,45.00,18:00,8,completed,Dublin,IE,Ten-pack,2,0
C0383,2025-08-31,45.00,20:00,8,completed,,,Cold plunge,2,5
C0392,2025-08-31,45.00,11:00,8,cancelled,Cavan,IE,Ten-pack,2,0
C0021,2025-09-01,55.00,20:00,8,completed,Dublin,IE,Cold plunge,1,0
C0107,2025-09-01,45.00,11:00,8,completed,Belfast,GB,Sauna session,1,0
C0134,2025-09-01,45.00,17:00,8,completed,Longford,IE,Cold plunge,2,0
C0256,2025-09-01,45.00,11:00,8,completed,Granard,IE,Cold plunge,2,0
C0289,2025-09-01,45.00,11:00,8,completed,Dublin,IE,Private hire,2,0
C0345,2025-09-01,45.00,11:00,8,completed,Longford,IE,Cold plunge,1,0
C0361,2025-09-01,45.00,18:00,8,completed,Mullingar,IE,Private hire,2,5
C0387,2025-09-01,45.00,20:00,8,completed,Longford,IE,Sauna session,1,0
C0001,2025-09-02,55.00,20:00,8,completed,Cavan,IE,Private hire,1,0
C0043,2025-09-02,45.00,14:00,8,no_show,Mullingar,IE,Cold plunge,1,0
C0062,2025-09-02,45.00,17:00,8,completed,Dublin,IE,Private hire,1,0
C0165,2025-09-02,45.00,18:00,8,completed,Longford,IE,Cold plunge,2,0
C0185,2025-09-02,45.00,18:00,8,completed,Mullingar,IE,Sauna session,1,0
C0208,2025-09-02,55.00,17:00,8,completed,,,Private hire,2,0
C0225,2025-09-02,45.00,18:00,8,completed,Longford,IE,Private hire,2,0
C0238,2025-09-02,45.00,20:00,8,completed,,,Sauna session,1,0
C0320,2025-09-02,45.00,11:00,8,completed,Granard,IE,Cold plunge,1,0
C0045,2025-09-03,45.00,18:00,8,no_show,Granard,IE,Cold plunge,1,0
C0218,2025-09-03,45.00,17:00,8,cancelled,Granard,IE,Private hire,2,5
C0309,2025-09-03,45.00,18:00,8,completed,,,Sauna session,1,0
C0362,2025-09-03,45.00,11:00,8,completed,Longford,IE,Ten-pack,1,0
C0027,2025-09-04,45.00,17:00,8,completed,Granard,IE,Sauna session,2,0
C0055,2025-09-04,45.00,17:00,8,completed,Longford,IE,Ten-pack,2,0
C0090,2025-09-04,45.00,20:00,8,completed,Granard,IE,Cold plunge,1,0
C0095,2025-09-04,45.00,17:00,8,completed,Longford,IE,Private hire,1,0
C0193,2025-09-04,45.00,14:00,8,completed,Cavan,IE,Private hire,1,0
C0252,2025-09-04,45.00,14:00,8,completed,Mullingar,IE,Cold plunge,2,0
C0266,2025-09-04,55.00,18:00,8,completed,Dublin,IE,Sauna session,1,0
C0279,2025-09-04,45.00,20:00,8,completed,Longford,IE,Sauna session,1,0
C0335,2025-09-04,45.00,18:00,8,completed,Belfast,GB,Cold plunge,2,0
C0344,2025-09-04,45.00,11:00,8,completed,Dublin,IE,Sauna session,1,0
C0006,2025-09-05,55.00,17:00,8,completed,Dublin,IE,Sauna session,1,5
C0010,2025-09-05,45.00,18:00,8,completed,Longford,IE,Private hire,2,0
C0074,2025-09-05,55.00,17:00,8,completed,Cavan,IE,Ten-pack,2,0
C0078,2025-09-05,45.00,18:00,8,completed,,,Sauna session,1,0
C0110,2025-09-05,45.00,20:00,8,completed,Cavan,IE,Private hire,2,0
C0258,2025-09-05,45.00,20:00,8,completed,Sligo,IE,Cold plunge,1,0
C0106,2025-09-06,55.00,18:00,8,completed,Dublin,IE,Private hire,1,0
C0123,2025-09-06,45.00,18:00,8,completed,Cavan,IE,Sauna session,1,0
C0242,2025-09-06,45.00,14:00,8,completed,Longford,IE,Sauna session,1,5
C0312,2025-09-06,45.00,20:00,8,completed,Mullingar,IE,Cold plunge,1,0
C0349,2025-09-06,45.00,20:00,8,completed,Dublin,IE,Ten-pack,1,0
C0376,2025-09-06,45.00,11:00,8,cancelled,Longford,IE,Cold plunge,1,0
C0207,2025-09-07,55.00,17:00,8,completed,Cavan,IE,Cold plunge,1,0
C0209,2025-09-07,45.00,11:00,8,completed,Belfast,GB,Ten-pack,1,0
C0327,2025-09-07,55.00,14:00,8,completed,Dublin,IE,Sauna session,1,0
C0334,2025-09-07,45.00,18:00,8,completed,Longford,IE,Cold plunge,1,0
C0354,2025-09-07,45.00,14:00,8,completed,Dublin,IE,Cold plunge,1,0
C0370,2025-09-07,45.00,17:00,8,completed,Longford,IE,Sauna session,1,0
C0133,2025-09-08,45.00,20:00,8,completed,Longford,IE,Cold plunge,2,0
C0135,2025-09-08,45.00,20:00,8,completed,Longford,IE,Sauna session,1,5
C0182,2025-09-08,45.00,17:00,8,completed,Longford,IE,Private hire,1,0
C0318,2025-09-08,45.00,20:00,8,completed,Granard,IE,Cold plunge,2,0
C0015,2025-09-09,45.00,14:00,8,completed,Sligo,IE,Private hire,1,0
C0031,2025-09-09,45.00,17:00,8,completed,Cavan,IE,Cold plunge,1,0
C0120,2025-09-09,45.00,14:00,8,no_show,Belfast,GB,Private hire,2,0
C0158,2025-09-09,55.00,18:00,8,completed,Longford,IE,Sauna session,1,5
C0215,2025-09-09,45.00,17:00,8,completed,Longford,IE,Ten-pack,2,0
C0226,2025-09-09,45.00,18:00,8,completed,Granard,IE,Private hire,1,0
C0280,2025-09-09,45.00,17:00,8,completed,Longford,IE,Cold plunge,1,0
C0348,2025-09-09,55.00,14:00,8,completed,Longford,IE,Private hire,1,0
C0192,2025-09-10,45.00,11:00,8,completed,,,Ten-pack,2,0
C0249,2025-09-10,55.00,18:00,8,completed,Cavan,IE,Private hire,1,0
C0255,2025-09-10,45.00,20:00,8,completed,Cavan,IE,Ten-pack,2,0
C0261,2025-09-10,55.00,20:00,8,completed,Dublin,IE,Sauna session,1,0
C0278,2025-09-10,55.00,11:00,8,cancelled,Sligo,IE,Sauna session,1,0
C0314,2025-09-10,45.00,20:00,8,completed,Longford,IE,Private hire,2,0
C0385,2025-09-10,55.00,14:00,8,completed,Longford,IE,Private hire,1,0
C0005,2025-09-11,45.00,14:00,8,completed,,,Cold plunge,1,0
C0016,2025-09-11,45.00,14:00,8,completed,,,Private hire,2,0
C0030,2025-09-11,55.00,14:00,8,completed,Longford,IE,Private hire,1,0
C0121,2025-09-11,45.00,14:00,8,completed,Cavan,IE,Sauna session,1,0
C0157,2025-09-11,45.00,18:00,8,completed,Longford,IE,Private hire,1,0
C0159,2025-09-11,45.00,14:00,8,completed,Longford,IE,Sauna session,1,0
C0216,2025-09-11,45.00,18:00,8,completed,Nowheresville,IE,Sauna session,2,0
C0254,2025-09-11,45.00,20:00,8,completed,Longford,IE,Cold plunge,2,0
C0297,2025-09-11,45.00,14:00,8,completed,Nowheresville,IE,Sauna session,2,0
C0350,2025-09-11,45.00,18:00,8,no_show,Granard,IE,Ten-pack,2,0
C0168,2025-09-12,55.00,20:00,8,completed,Longford,IE,Private hire,1,0
C0191,2025-09-12,45.00,11:00,8,completed,Dublin,IE,Private hire,2,0
C0281,2025-09-12,55.00,14:00,8,completed,Longford,IE,Private hire,1,5
C0306,2025-09-12,45.00,18:00,8,completed,Longford,IE,Cold plunge,1,0
C0367,2025-09-12,55.00,20:00,8,completed,Belfast,GB,Private hire,2,0
C0398,2025-09-12,45.00,14:00,8,completed,,,Sauna session,1,0
C0009,2025-09-13,55.00,20:00,8,completed,Longford,IE,Sauna session,1,0
C0028,2025-09-13,45.00,14:00,8,no_show,Belfast,GB,Private hire,2,5
